Mesh ID,Common name,Synonyms
D003280,Levonorgestrel,"Microval|Vikela|Plan B|duofem|Cerazet|Norplant 2|18,19-dinorpregn-4-en-20-yn-3-one, 13-ethyl-17-hydroxy-, (17alpha)-(-)-|Norplant|l-Norgestrel|D-Norgestrel|Norgeston|Mirena|Capronor|D Norgestrel|Microlut|NorLevo|Levonorgestrel|Norplant-2|l Norgestrel|Norplant2"
D019161,Pravastatin,"Pravastatin Sodium|Lin Pravastatin|Pravastatin tert Octylamine Salt|Pravasin|RMS-431|Liplat|Pravastatin Sodium Salt|SQ-31,000|Bristacol|Vasten|Lipostat|SQ31000|Lipemol|Eptastatin|Pravastatin, (6 beta)-Isomer|SQ-31000|Nu-Pravastatin|Lin-Pravastatin|Apo-Pravastatin|CS 514|Selektine|SQ 31,000|SQ 31000|CS514|Nu Pravastatin|Sodium Salt, Pravastatin|Mevalotin|Pravachol|CS-514|Pravastatin|Pravastatin Monosodium Salt, (6 beta)-Isomer|Apo Pravastatin|Pravastatin tert-Octylamine Salt|Elisor|SQ31,000|RMS431|Pravacol|RMS 431|Prareduct"
D011372,Desogestrel,"Desogestrel|Org 2969|Org2969|13-Ethyl-11-methylene-18,19-dinor-17 alpha-pregn-4-en-20-yn-17-ol|13 Ethyl 11 methylene 18,19 dinor 17 alpha pregn 4 en 20 yn 17 ol|Marvelon|Org-2969|18,19-Dinorpregn-4-en-20-yn-17-ol, 13-ethyl-11-methylene-, (17alpha)-|Cerazette|alpha-pregn-4-en-20-yn-17-ol, 13-Ethyl-11-methylene-18,19-dinor-17"
D050257,Paclitaxel,"Taxol|Taxol, Bris|7-epi-Taxol|Anzatax|NSC-125973|Paclitaxel, (4 alpha)-Isomer|Bris Taxol|Onxol|Paxene|7 epi Taxol|NSC125973|Paclitaxel|Praxel|NSC 125973|Taxol A"
D018894,Foscarnet,Phosphonoformic Acid|Foscarnet Magnesium (2:3) Salt|Foscarnet|Trisodium Phosphonoformate|Foscavir|Foscarnet Sodium|Foscarnet Barium (2:3) Salt|Foscarnet Calcium (2:3) Salt|Foscarnet Trisodium Salt|Phosphonoformate|Foscarnet Trilithium Salt|Foscarnet Tripotassium Salt|Foscarnet Sodium Hexahydrate|Foscarnet Manganese (2+) (2:3) Salt|Foscarnet Disodium Salt
D007641,Acitretin,"Ro137652|Ro-13-7652|Ro-10-1670|Soriatane|Ro 101670|Isoetretin|Ro 13-7652|13-cis-Acitretin|Ro101670|Etretin|Acitretin|Acitretin, (Z,E,E,E)-Isomer|Ro 137652|Isoacitretin|Neotigason|Ro 10-1670"
D000959,Ramipril,Ramace|Delix|Carasel|Ramipril|HOE498|Acovil|Triatec|Zabien|Altace|Vesdil|Tritace|HOE-498|HOE 498
D058666,Procaterol,"OPC-2009|OPC2009|OPC 2009|Procaterol Monohydrochloride, (R*,R*)-(+)-Isomer|CI888|Procaterol Monohydrochloride, (R*,R*)-(-)-Isomer|Monohydrochloride, Procaterol|Procaterol Monohydrochloride, (R*,S*)-(-)-Isomer|Procaterol Hydrochloride|Hydrochloride, Procaterol|ProAir|CI-888|CI 888|(R*,S*)-(+-)-8-Hydroxy-5-(1-hydroxy-2-((1-methylethyl)amino)butyl)-2(1H)-quinolinone|Procaterol Monohydrochloride|Procaterol|Procaterol, (R*,S*)-(-)-Isomer|Pro-Air|Procaterol Monohydrochloride, (R*,S*)-(+)-Isomer|Pro Air|Procaterol Monohydrochloride, (R*,R*)-(+-)-Isomer|Procaterol, (R*,R*)-(+-)-Isomer"
D058671,Celiprolol,"Celiprolol, (S)-Isomer|REV-5320A|Celiprolol, (+,-)-Isomer|ST 1396|Hydrochloride, Celiprolol|REV5320A|Celiprolol, (R)-Isomer|ST-1396|Celiprolol, Monohydrochloride, (S)-Isomer|Celiprolol Hydrochloride|Selectol|Celiprolol Monohydrochloride|Celiprolol, Monohydrochloride, (R)-Isomer|ST1396|REV 5320A|Celiprolol|Monohydrochloride, Celiprolol|N'-(3-Acetyl-4-(3-((1,1-dimethylethyl)amino)-2-hydroxypropoxy)phenyl)-N,N-diethylurea"
D018931,Goserelin,"Goserelin|ICI-118630|Zoladex|ICI118630|Acetate, Goserelin|Goserelin Acetate|ICI 118630"
D005300,Nafarelin,"Nafarelin|Nafarelin Acetate, Hydrate|Synarel|RS94991298|RS-94991-298|Nafarelin Monoacetate|RS 94991 298|Nafarelin Acetate"
D014665,Isradipine,"PN 205 033|Isradipine, (R)-Isomer|Lomir|PN-205-033|PN 205 034|PN-205-034|PN-200-110|PN 205-034|Isradipine|PN205034|Dynacirc|Isradipine, (+-)-Isomer|PN 200-110|PN 205034|PN 205033|PN205033|PN 205-033|Isradipine, (S)-Isomer"
D065692,Clarithromycin,A56268|Clarithromycin|TE-031|TE 031|TE031|6-O-Methylerythromycin|A-56268|Biaxin|A 56268
D058668,Doxazosin,"Gen-Doxazosin|Doxazosin Apogepha|Doxazosin Mesylate|Carduran|Gen Doxazosin|Carduran Neo|Cardular|Mesylate, Doxazosin|Ct, Doxazosin Von|Doxa-Puren|Apo-Doxazosin|Doxazosin Von Ct|Monohydrochloride, Doxazosin|Doxazosin AZU|Doxazosin Stada|Von Ct, Doxazosin|Doxazosin AL|Doxazosina Ur|Doxazosina Normon|Doxatensa|Uriduct|Doxazosina Pharmagenus|Ratiopharm, Doxazosina|Doxazomerck|Neo, Carduran|Doxazosina Geminis|ratio Doxazosin|UK 33274|UK33274|Doxazosin-ratiopharm|ratio-Doxazosin|Doxagamma|Doxacor|Doxazosin Heumann|Apo Doxazosin|Diblocin|Doxa Puren|Novo-Doxazosin|Jutalar|Doxazosina Alter|MTW Doxazosin|Alfamedin|Progandol Neo|Zoxan|Doxazosin Klast|MTW-Doxazosin|Doxazosin Monohydrochloride|Doxazosina Cinfa|Novo Doxazosin|Doxamax|UK-33274|Doxazosin Wolff|Cardura|1 (4-Amino-6,7-dimethoxy-2-quinazolinyl)-4-((2,3-dihydro-1,4-benzodioxin-2-yl)carbonyl)piperazine|Doxazosina Ratiopharm|Doxazosin-Wolff|DoxaUro|Doxazosin findusFit|Doxazosin|Doxazosin ratiopharm|Doxazosin beta|Doxazosina Combino Pharm"
D014151,Ondansetron,"Ondansetron|SN307|GR 38032F|Ondansetron, (S)-Isomer|SN 307|Ondansetron Monohydrochloride Dihydrate|Hydrochloride, Ondansetron|Zofran|4H-Carbazol-4-one, 1,2,3,9-tetrahydro-9-methyl-3-((2-methyl-1H-imidazol-1-yl)methyl)-|SN-307|Dihydrate, Ondansetron Monohydrochloride|Ondansetron Hydrochloride|GR-38032F|Monohydrochloride Dihydrate, Ondansetron|Ondansetron Monohydrochloride|Ondansetron, (+,-)-Isomer|Ondansetron, (R)-Isomer|GR38032F|Monohydrochloride, Ondansetron"
D058671,Bisoprolol,"Bisoprolol Hydrochloride|Bisoprolol Fumarate (2:1) Salt, (+-)-Isomer|EMD-33512|Bisoprolol, (+-)-Isomer|Bisoprolol Methanesulfonate Salt|EMD33512|Bisoprolol, Fumarate (1:1) Salt|Hydrochloride, Bisoprolol|Bisoprolol Fumarate|Fumarate, Bisoprolol|Bisoprolol, Fumarate (2:1) Salt|Bisoprolol|Concor|EMD 33512|Bisoprolol, (-)-Isomer|CL 297939|Bisoprolol Fumarate (1:1) Salt, (+-)-Isomer|CL297939|CL-297939"
D018733,Pipecuronium,"Bromide, Pipecuronium|Pipecuronium Bromide|Dibromide Pipecuronium|RGH-1106|Arduan|Bromide, Pipecurium|Pipecuronium Dibromide, (17 alpha)-Isomer|RGH 1106|Dibromide, Dihydrate Pipecuronium|Pipecurium Bromide|RGH1106|Pipecuronium Dibromide, Dihydrate|Pipecuronium Dibromide, (16 alpha)-Isomer|Dihydrate Pipecuronium Dibromide|Pipecuronium Dibromide, (3 beta)-Isomer|Pipecuronium|Pipecuronium, Dibromide|Pipecurium"
D058665,Xamoterol,"Hemifumarate, Xamoterol|ICI-118587|Monohydrochloride, Xamoterol|Xamoterol Maleate (2:1)|ICI118587|Corwin|Xamoterol Fumarate|Carwin|Monohydrobromide, Xamoterol|Xamtol|Xamoterol, (S)-Isomer|ICI 118587|Xamoterol Monohydrochloride|Xamoterol|Xamoterol Monohydrobromide|Fumarate, Xamoterol|Xamoterol Hemifumarate"
D052246,Etodolac,"Etodolac, (-)-Isomer|AY 24236|Etodolac, (+-)-Isomer|AY 24,236|Etodolac, Monosodium Salt, (S)-Isomer|Etodolac, (S)-Isomer|Ultradol|AY-24236|Etodolic Acid|Etodolac, Monosodium Salt, (+-) Isomer|Etodolac, Monosodium Salt|Ramodar|AY-24,236|Lodine|Etodolac"
D014665,Amlodipine,"Amlor|Amlodipine, (+-)-Isomer|Amlodis|Amlodipine Maleate (1:1)|Amlodipine, (+-)-Isomer, Maleate (1:1)|Norvasc|Astudal|Amlodipine|Amlodipine Besylate|Istin|Amlodipine Maleate|Amlodipine, (S)-Isomer, Maleate (1:1)|Amlodipine, (R)-Isomer"
D050071,Toremifene,"Toremifene Citrate|Citrate, Toremifene|FC1157a|Toremifene|FC 1157a|Toremifene Citrate (1:1)|Toremifene, (E)-Isomer|FC-1157a|Fareston"
D016588,Fenretinide,"MCN-R-1967|N-(4-Hydroxyphenyl)retinamide|MCNR1967|MCN R 1967|13-cis-Isomer Fenretinide|Fenretinide, 13 cis Isomer|Fenretinide|4-Hydroxyphenylretinamide|4 Hydroxyphenylretinamide|4-HPR|Fenretinimide|N-(4-Hydroxyphenyl)-trans-Retinamide|Fenretinide, 13-cis-Isomer"
D000959,Cilazapril,"Cilazapril, Anhydrous|Ro 31 2848|Inhibace|Cilazapril|Ro 312848|Cilazapril Anhydrous|Cilazapril Hydrate|Ro312848|Cilazapril, (S*)-Isomer|Ro 31-2848|Cilazapril Monohydrate|Ro-31-2848|Cilazapril Monohydrobromide"
D000959,Fosinopril,"SQ-28555|Dynacil|Fosenopril|Staril|SQ28555|SQ 28,555|Fositens|SQ-28,555|Fozitec|Fosinopril, (1(S*(R*)),2 alpha,4 beta)-Isomer|Fosinopril|Sodium, Fosinopril|Tensocardil|Fosinil|Monopril|Newace|Tenso Stop|Fosinopril, (1(S*(R*)),2 alpha,4 alpha)-(D-Pro)-Isomer|SQ28,555|Fosinopril, (1(S*(S*)),2 alpha,4 beta)-Isomer|SQ 28555|Hiperlex|Fosinopril Sodium|Fosinorm"
D018492,Remoxipride,"Monohydrochloride, Remoxipride|Remoxipride Monohydrochloride, (R)-Isomer|Monohydrochloride Monohydrate, Remoxipride|(S)-3-Bromo-N-((1-ethyl-2-pyrrolidinyl)methyl)-2,6-dimethoxybenzamide|FLA-731|Anhydrous, Remoxipride Hydrochloride|Remoxipride Monohydrochloride Monohydrate|Remoxipride|Remoxipride, (R)-Isomer|Hydrochloride, Remoxipride|FLA731|Remoxipride Hydrochloride Anhydrous|Remoxipride Hydrochloride|Remoxipride Monohydrochloride|Hydrochloride Anhydrous, Remoxipride"
D039563,Cetirizine,"P 071|Cetirizine|Cetidura|Ceterifug|Cetirizin AL|Alerlisin|(2-(4-((4-Chlorophenyl)phenylmethyl)-1-piperazinyl)ethoxy)acetic Acid|Cetirizin Basics|Cetirigamma|Cetirizine Dihydrochloride|Cetirizin AZU|Dihydrochloride, Cetirizine|P-071|Cetiderm|Zyrtec|Zetir|Cetil von ct|CetiLich|Cetirlan|Virlix|Cetalerg|Ceti-Puren|Reactine|P071|Ceti TAD|Zirtek|Voltric"
D000900,Teicoplanin,Teichomycin A2|Targocid|Teicoplanin|Teichomycin
D058987,Enoximone,"MDL17043|MDL 17,043|MDL 19438|MDL19,438|MDL-17,043|MDL 19,438|MDL17,043|MDL-17043|MDL 17043|Enoximone|Fenoximone|MDL-19,438|Perfan"
D039563,Loratadine,"Sch 29851|Claritin|Alavert|Clarium|Sch-29851|Sch29851|Loratadine|4-(8-Chloro-5,6-dihydro-11H-benzo(5,6)cyclohepta(1,2-b)pyridin-11-ylidene)-1-piperidinecarboxylic Acid Ethyl Ester"
D007166,Cladribine,Cladribine|2-Chlorodeoxyadenosine|2-Chloro-2'-deoxyadenosine|2'-Deoxy-2-chloroadenosine|Leustatin
D011838,Etanidazole,SR 2508|NSC-301467|NSC 301467|SR-2508|Etanidazole|NSC301467|SR2508
D065690,Paroxetine,"Paroxetine, cis-(-)-Isomer|Paroxetine|Paxil|Paroxetine Hydrochloride, Hemihydrate|BRL 29060|Paroxetine, trans-(+)-Isomer|Aropax|BRL-29060|Paroxetine Maleate|Paroxetine Hydrochloride Anhydrous|Paroxetine Hydrochloride Hemihydrate|FG-7051|Paroxetine Hydrochloride|Paroxetine Acetate|Paroxetine, cis-(+)-Isomer|FG7051|BRL29060|Seroxat|FG 7051"
D018686,Sufentanil,"Sulfentanyl|Curasan, Sufentanil|R-30730|Sufentanil Hameln|Sufentanil-Hameln|R30730|Sufentanil-Ratiopharm|Citrate, Sufentanil|SufentanilRatiopharm|Sufentanil Curasan|Sufentanil Citrate|SufentanilHameln|Sufenta|Sufentanil|R 30730|Sufentanil Ratiopharm|Sulfentanil"
D002316,Lisinopril,MK-521|Lysinopril|Lisinopril Maleate (1:1)|Lisinopril|Zestril|Prinivil|Lisinopril Sulfate (1:2)
D005343,Nadroparin,"CY 216|CY216|Nadroparin Calcium|Calcium, Nadroparin|LMF CY 216|Nadroparine|Fraxiparin|CY-216|LMF CY-216|Nadroparin|LMF CY216|Fraxiparine"
D000904,Rifabutin,Rifabutine|Mycobutin|Ansatipin|LM427|Ansatipine|Alfacid|LM-427|Ansamycin|LM 427|Rifabutin
D012702,Granisetron,"BRL43694|Granisetron Hydrochloride|BRL 43694A|Granisetron|Granisetron Monohydrochloride|BRL 43694|Hydrochloride, Granisetron|Monohydrochloride, Granisetron|BRL-43694|Kytril|BRL43694A|1-Methyl-N-(endo-9-Methyl-9-Azabicyclo(3.3.1)non-3-yl)-1H-Indazole-3-Carboxamide|BRL-43694A"
D018927,Nedocromil,"Brionil|Tilavist|9-Ethyl-6,9-dihydro-4,6-dioxo-10-propyl-4H-pyrano(3,2-g)quinoline-2,8-dicarboxylic acid|Nedocromil|Irtan|FPL 59002|Halamid|Sodium, Nedocromil|FPL-59002|Nedocromil, Disodium Salt|Rapitil|Tilad|Nedocromil Calcium|Tilaire|FPL59002|Nedocromil, Disodium salt, Hydrate|Alocril|Tilade|Cetimil|Nedocromil, Calcium Salt (1:1)|Nedocromil Sodium|Calcium, Nedocromil"
D000900,Azithromycin,"Zithromax|Azithromycin Dihydrate|Dihydrate, Azithromycin|Vinzam|Zentavion|Azitrocin|CP 62993|Azithromycin|CP62993|CP-62993|Azithromycin Monohydrate|Zitromax|Ultreon|Monohydrate, Azithromycin|Toraseptol|Azythromycin|Goxal|Sumamed|Azadose"
D065692,Itraconazole,R-51211|R51211|R 51211|Sporanox|Itraconazole|Orungal
D005343,Enoxaparin,"EMT-967|EMT967|Clexane|EMT966|EMT 967|PK 10169|PK10,169|Lovenox|PK-10169|PK-10,169|EMT-966|PK10169|Enoxaparine|PK 10,169|Enoxaparin|EMT 966"
D005343,Dalteparin,"Fragmin|FR-860|Tedelparin|Kabi 2165|Sodium, Dalteparin|FR 860|Dalteparin|Dalteparin Sodium|Fragmine|Kabi2165|FR860|Kabi-2165"
D019380,Stavudine,"D4T|Stavudine, Monosodium Salt|2',3'-Didehydro-2',3'-dideoxythmidine|BMY27857|BMY-27857|2',3' Didehydro 3' deoxythymidine|Zerit|BMY 27857|Stavudine|2',3'-Didehydro-3'-deoxythymidine"
D064804,Finasteride,MK906|Chibro-Proscar|Propecia|MK 906|Proscar|Finasteride|Chibro Proscar|MK-906|Eucoprost|Propeshia
D058825,Sumatriptan,"Imigran|Succinate, Sumatriptan|GR43175|GR 43175|GR-43175|Sumatriptan|Sumatriptan Succinate|3-(2-(Dimethylamino)ethyl)-N-methyl-1H-indole-5-methanesulfonamide"
D018721,Bethanechol,"Bethanechol|Urocarb|PMS Bethanechol Chloride|Urecholine|Myo Hermes|Hermes, Myo|Myotonine|Bethanechol Chloride|Duvoid|Myocholine|Bethanecol|PMS-Bethanechol Chloride|Myotonachol|Chloride, Bethanechol"
D018733,Hexamethonium,"Bitartrate, Hexamethonium|Hexamethonium Dibromide Dihydrate|Diiodide, Hexamethonium|Diperchlorate, Hexamethonium|Dihydrate, Hexamethonium Dichloride|Monotartrate, Hexamethonium|Hexamethonium Chloride|Hexamethonium|Depressin|Dichloride Dihydrate, Hexamethonium|Hexamethonium Bitartrate|Hexamethonium Dibromide|Chloride, Hexamethonium|Hexamethonium Iodide|Hexamethonium Diiodide|Hexamethonium Bromide|Hexonium|Hexamethonium Diperchlorate|Hexamethonium Dimethylsulfate|Dibromide Dihydrate, Hexamethonium|Dihydrate, Hexamethonium Dibromide|Bromide, Hexamethonium|Dimethylsulfate, Hexamethonium|Iodide, Hexamethonium|Hexamethonium Dichloride Dihydrate|Hexamethonium Monotartrate|Dihydroxide, Hexamethonium|Dibromide, Hexamethonium|Hexamethonium Dihydroxide"
D018491,Fenoldopam,"F82526J|SKF82526J|SK|SKF82526|Fenoldopam|F-82526|Fenoldopam Hydrobromide|Hydrobromide, Fenoldopam|F82526|F 82526J|SKF-82526|&|Corlopam|Fenoldopam Mesylate|F-82526J|F 82526|SKF 82526|SKF-82526J|SKF 82526J"
D018492,Risperidone,"R-64766|R 64766|Risperidone|Consta, Risperdal|Risperidal|R-64,766|R 64,766|R64766|R64,766|Risperdal Consta"
D044088,Galanin,Galanin (1-30)|Galanin (1-29)|Galanin
D065692,Saquinavir,"Ro 318959|Saquinavir Monomethanesulfonate|Ro 31-8959|Ro 31 8959|Monomethanesulfonate, Saquinavir|Saquinavir Mesylate|Saquinivir|Invirase|Saquinavir"
D019380,Lamivudine,"2',3' Dideoxy 3' thiacytidine|Lamivudine|GR109714X|BCH189|2',3'-Dideoxy-3'-thiacytidine|BCH-189|BCH 189|3TC|Epivir|Lamivudine, (2S-cis)-Isomer|GR-109714X"
D004791,Staurosporine,"Staurosporine|8,12-Epoxy-1H,8H-2,7b,12a-triazadibenzo(a,g)cyclonona(cde)trinden-1-one, 2,3,9,10,11,12-hexahydro-9-methoxy-8-methyl-10-(methylamino)-, (8alpha,9beta,10beta,12alpha)-(+)-"
D058669,Idazoxan,"RX-781094|RX781094|Hydrochloride, Idazoxan|Idazoxan Hydrochloride|Idazoxan|RX 781094"
D004791,Nitroarginine,"N omega Nitro L Arginine|NG-Nitro-L-Arginine|NG-Nitroarginine|Nitroarginine|N omega-Nitro-L-Arginine|omega-Nitro-L-Arginine, N|NG Nitroarginine|omega Nitroarginine|NO2Arg|omega-Nitroarginine|N(omega)-Nitroarginine|NOARG|NG Nitro L Arginine|N(G)-Nitroarginine"
D050071,Teriparatide,Human Parathyroid Hormone (1-34)|hPTH (1-34)|Teriparatide|Parathar|Forteo|Teriparatide Acetate
D050071,Alendronate,"MK-217|Alendronate|MK 217|Fosamax|Aminohydroxybutane Bisphosphonate|MK217|4-Amino-1-Hydroxybutylidene 1,1-Biphosphonate|Alendronate Sodium|Alendronate Monosodium Salt, Trihydrate"
D065692,Ritonavir,ABT538|ABT-538|Norvir|ABT 538|Ritonavir
D017320,Indinavir,"L735 524|L 735,524|Crixivan|L-735 524|Sulfate, Indinavir|Indinavir, Sulfate (1:1)|Indinavir|L-735,524|L735,524|MK 639|MK639|Indinavir Sulfate|MK-639|L 735 524"
D059004,Topotecan,"9 Dimethylaminomethyl 10 hydroxycamptothecin|Topotecan|Hydrochloride, Topotecan|SKF104864A|NSC 609699|SK|Hycamtamine|Topotecan Monohydrochloride, (S)-Isomer|SKF-104864-A|F-104864-A|Hycamtin|Topotecan Hydrochloride|Hydrochloride, Nogitecan|F 104864 A|&|NSC609699|9-Dimethylaminomethyl-10-hydroxycamptothecin|SKF 104864 A|NSC-609699|F104864A|Nogitecan Hydrochloride"
D018696,Riluzole,PK-26124|PK 26124|2-Amino-6-trifluoromethoxybenzothiazole|RP-54274|2 Amino 6 trifluoromethoxybenzothiazole|RP54274|Riluzole|RP 54274|Rilutek|PK26124
D026902,Tetraethylammonium,"Bromide, Tetraethylammonium|Tetraethylammonium Hydroxide|Chloride, Tetraethylammonium|Iodide, Tetraethylammonium|Ion, Tetraethylammonium|Tetraethylammonium Bromide|Tetraethylammonium Iodide|Tetraethylammonium|Tetraethylammonium Chloride|Tetraethylammonium Ion|Hydroxide, Tetraethylammonium"
D019798,Neopterin,"Umanopterin|Neopterin, (threo-L)-Isomer|Neopterin, (threo-D)-Isomer|Neopterin, (erythro-L)-Isomer|Neopterin, (R*, R*)-Isomer|Neopterin|Monapterin|2-Amino-6-(1,2,3-trihydroxypropyl)-4(3H)-pteridinone|Neopterin, (erythro-D)-Isomer"
D000894,Mesalamine,"5 Aminosalicylic Acid|Claversal|Asacolon|Hydrochloride, Mesalamine|Pentasa|Ascolitin|m-Aminosalicylic Acid|5 Aminosalicylate|Rowasa|Lixacol|5-Aminosalicylate|5-Aminosalicylic Acid|Mesalamine Monosodium Salt|Fivasa|Novo 5 ASA|m Aminosalicylic Acid|Monosodium Salt, Mesalamine|Mesalamine|Mesalamine Hydrochloride|Novo-5 ASA|Salofalk|Asacol|Mesasal|meta-Aminosalicylic Acid|Canasa|Mesalazine|meta Aminosalicylic Acid"
D047228,Losartan,"Monopotassium Salt, Losartan|DuP-753|MK954|Salt, Losartan Monopotassium|2-Butyl-4-chloro-1-((2'-(1H-etrazol-5-yl) (1,1'-biphenyl)-4-yl)methyl)-1H-imidazole-5-methanol|Cozaar|MK 954|Losartan|DuP 753|DuP753|Losartan Potassium|Losartan Monopotassium Salt|MK-954|Potassium, Losartan"
D005938,Budesonide,"Pulmicort|Budesonide|Budesonide, (R)-Isomer|Horacort|Budesonide, (S)-Isomer|Rhinocort"
D019161,Simvastatin,MK-733|Simvastatin|MK733|Synvinolin|Zocor|MK 733
D065701,Nevirapine,"BI RG 587|BIRG587|Nevirapine|Hemihydrate, Nevirapine|Viramune|Nevirapine Hemihydrate|BI-RG-587"
D017320,Nelfinavir,"AG 1343|Viracept|AG1343|Nelfinavir Monomethane Sulfonate|Sulfonate, Nelfinavir Monomethane|AG-1343|Monomethane Sulfonate, Nelfinavir|Nelfinavir Mesylate|Nelfinavir|Mesylate, Nelfinavir"
D019380,Delavirdine,"Delavirdine Mesylate|U90152S|Delavirdine|U 90152|Mesylate, Delavirdine|U-90152|U90152|U-90152S|Rescriptor|U 90152S"
D058987,Milrinone,"Milrinone|Lactate, Milrinone|Win 47203|Milrinone Lactate|Win-47203|Corotrope|Primacor|Corotrop|Win47203"
D049990,Pinacidil,"Pindac|Pinacidil Anhydrous|Anhydrous, Pinacidil|Pinacidil"
D017366,Cisapride,Propulsid|R51619|Cisapride|R-51619|R 51619
D007166,Sirolimus,I2190A|Rapamune|AY 22-989|I-2190A|Rapamycin|AY 22 989|I 2190A|Sirolimus|AY 22989
D011500,Brefeldin A,NSC 89671|Brefeldin A|Ascotoxin|Decumbin|NSC89671|Cyanein|NSC-89671|Synergisidin
D017367,Sertraline,"Besitran|Hydrochloride, Sertraline|Gen Sertraline|Lustral|Zoloft|Apo Sertraline|Gen-Sertraline|Apo-Sertraline|Aremis|Altruline|Sertraline Hydrochloride (1S-cis)-Isomer|Novo-Sertraline|Sertraline|Gladem|Sealdin|Rhoxal-sertraline|Rhoxal sertraline|Novo Sertraline|Sertraline Hydrochloride|ratio-Sertraline|ratio Sertraline"
D017366,Dexfenfluramine,"Dexfenfluramine|Redux|Hydrochloride, Dexfenfluramine|Dexfenfluramine Hydrochloride"
D000900,Cefixime,FK027|FR-17027|FK-027|Cefixime Trihydrate|FR 17027|FR17027|Cefixime Anhydrous|Suprax|FK 027|Cefixime
D020738,Leptin,"Gene Product, Ob|Obese Gene Product|Gene Product, Obese|Obese Protein|Ob Gene Product|Ob Protein|Leptin"
D065609,Mibefradil,Ro 40 5967|Mibefradil Dihydrochloride|Mibefradil|Ro 405967|Ro 40-5967|Posicor
D005765,Pancrelipase,Pertzye|Cotazyme|Panokase|Pancron|Ku-Zyme|Encron|Pancrease|Creon|Ilozyme|Protilase|Pancrecarb|Ku Zyme|Cotazym S|Zymase|Pancrelipase|Lipram|Viokase|Ultrase|Cotazym-S
D018682,Vigabatrin,gamma-Vinyl-GABA|gamma Vinyl GABA|Sabril|gamma-Vinyl-gamma-Aminobutyric Acid|Sabrilex|Vigabatrin|gamma Vinyl gamma Aminobutyric Acid
D058988,Rolipram,ZK62711|ZK-62711|ZK 62711|Rolipram
D018492,Raclopride,"Raclopride C11|FLB472|Raclopride|FLB 472|FLA870|C11, Raclopride|FLA-870|FLB-472|FLA 870"
D065089,Acarbose,Precose|Glumida|Bay g 5421|Acarbose|Glucobay|Prandase|Glucor
D016861,Ketorolac,Ketorolac
D008996,Moclobemide,"AZU, Moclobemid|PMS-Moclobemide|Moclobemid Puren|NovoMoclobemide|Moclobemide, Healthsense|Novo Moclobemide|Moclobemide|Apo-Moclobemide|DBL Moclobemide|Deprenorm|Nu-Moclobemide|Aurorex|GenRX Moclobemide|Stada, Moclobemid|Moclodura|Ro-11-1163|Moclobemide, DBL|von ct, Moclobemid|Moclobeta|Healthsense Moclobemide|Moclobemid AZU|Moclix|Moclobemide, GenRX|Terry White Chemists Moclobemide|PMS Moclobemide|Arima|Moclobemid-Puren|Apo Moclobemide|Ro 11-1163|Moclobemid1A Pharma|Moclobemid von ct|Aurorix|NuMoclobemide|Moclobemid-1A Pharma|Feraken|Moclobemid-ratiopharm|Moclobemid ratiopharm|Rimoc|Moclobemid Stada|Nu Moclobemide|Moclamine|Moclobamide|Moclobemid 1A Pharma|Novo-Moclobemide|Chem mart Moclobemide|Moclobemide, Chem mart|Ro 11 1163|Moclonorm|Manerix"
D000959,Perindopril,"Erbumine, Perindopril|Perindopril Erbumine|S 9490 3|S9490|S 9490-3|Perindopril|Pirindopril|Perstarium|S-9490|S 9490|S 94903"
D058647,Medetomidine,"MPV 785|Medetomidine Hydrochloride|MPV-785|Levomedetomidine|MPV785|Hydrochloride, Medetomidine|Medetomidine"
D058647,Dexmedetomidine,"MPV-1440|MPV 1440|Dexmedetomidine|MPV1440|Dexmedetomidine Hydrochloride|Precedex|Hydrochloride, Dexmedetomidine"
D018491,Dihydroergocornine,"Monomesylate, Dihydroergocornine|Dihydroergocornine|Dihydroergocornine Mesylate|Dihydroergocornine Monomesylate|Mesylate, Dihydroergocornine|Ergocornine, 9,10-dihydro-"
D018674,Dihydroergocristine,"Ergodavur|Mesylate, Dihydroergocristine|Dihydroergocristine Monomesylate|Dihydroergocristine|Enirant|Dihydroergocristine Mesylate|Diertine|Monomesylate, Dihydroergocristine"
D018491,Dihydroergocryptine,"Monomesylate, Dihydroergokryptine|Dihydroergocryptine Monomesylate|Dihydroergokryptine Mesylate|Mesylate, Dihydroergokryptine|Almirid|Dihydroergocryptine|Mesylate, Dihydroergocryptine|Dihydroergokryptine Monomesylate|Cripar|Dihydroergocryptine Mesylate|Monomesylate, Dihydroergocryptine"
D025541,Bacteriochlorophyll A,Bacteriochlorophyll A
D000900,Pristinamycin,Pyostacine|Pristinamycin|RP7293|RP 7293
